Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC09974256,Z16835460X,http://data.onb.ac.at/ABO/%2BZ16835460X,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Richter, Wolfgang; (DE-588)1037505204",1606,TravelogueD17 Afrika,"Beschrijvinghe ende historische verhael van het Gout Koninckrijck van Gunea anders de Gout-custe de Mina genaemt, liggende in het deel van Africa; (DE-588)1029740186","Siebende Schiffahrt Jn das Goldreiche Königreich Guineam, in Africa gelegen/ so sonsten das Goldgestadt von Mina genan[n]t wird/ welches von den Portugalesern vngefähr vor 200. Jahren erfunden/; von den Holländern jnnerhalb 18. Jahren hero bekannt gemacht vnd frequentirt/ jetzt aber von jhnen erst recht erkündigt/ vnd in Niderländischer Sprach beschrieben/ da sie mit zweyen Schiffen auß demselben Lande Anno 1602. widerumb in Hollandt ankommen; An den Tag geben/ durch Levinvm Hvlsivm"
AC13779656,Z168351701,http://data.onb.ac.at/ABO/%2BZ168351701,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Emmel, Egenolff; (DE-588)135903998",1624,TravelogueD17 Afrika,"Beschrijvinghe ende historische verhael van het Gout Koninckrijck van Gunea anders de Gout-custe de Mina genaemt, liggende in het deel van Africa; (DE-588)1029740186","Siebende Schiffahrt Jn das Goldreiche Königreich Guineam, in Africa gelegen/ so sonsten das Goldgestadt von Mina genan[n]t wird/ welches von den Portugalesern vngefähr vor 200. Jahren erfunden/; von den Holländern jnnerhalb 18. Jahren hero bekannt gemacht vnnd frequentirt/ jetzt aber von jhnen erst recht erkündigt/ vnnd in Niderländischer Sprach beschrieben/ da sie mit zweyen Schiffen auß demselben Lande Anno 1602. widervmb in Hollandt ankommen; An den Tag geben/ durch Levinvm Hvlsivm"
AC10102242,Z180618303;Z162223208;Z116206801,http://data.onb.ac.at/ABO/%2BZ180618303;http://data.onb.ac.at/ABO/%2BZ162223208;http://data.onb.ac.at/ABO/%2BZ116206801,Hamburg; (DE-588)4023118-5,"Schultze, Gottfried; (DE-588)117214329",,1675,TravelogueD17 Arktis Europa,Spitzbergische oder Groenlandische Reise Beschreibung,<<Friderich Martens vom Hamburg>> Spitzbergische oder Groenlandische Reise Beschreibung gethan im Jahr 1671; Aus eigner Erfahrunge beschrieben/ die dazu erforderte Figuren nach dem Leben selbst abgerissen/ (so hierbey in Kupffer zu sehen) und jetzo durch den Druck mitgetheilet
AC08023877,Z95575606,http://data.onb.ac.at/ABO/%2BZ95575606,Frankfurt am Main; (DE-588)4018118-2,"Brathering, Joachim; (DE-588)1037516508","Brathering, Joachim; (DE-588)1037516508",1602,TravelogueD17 Europa,,Venediger Herrligkeit vnd Regiment. Das ist: Warhaffte/ eygentliche vn[d] außführliche Beschreibung/ der in aller Welt hochberühmbten Statt Venedig/; sampt derselben/ so wol jnner als eusserlichen Herrligkeiten/ schönen Gebäuwen/ Kirchen vnd Klöstern/ Stätten/ Vestungen/ Herrschafften zu Landt vnd Wasser/ auch Reichthumb vnd Eynkommen. Neben angehencktem Tractat/ darinn gründtlich vnnd deutlich erkläret wirdt/ was gestalt vnd massen die Venediger/ ihr Landt vnd Leut/ nunmehr in die 1200. Jahr her regiert: mit welcher ihrer langen Perpetuierung/ vnd sehr fürtrefflichen/ ja gar wunderbarlichen hierin[n] erzehlter Fürsichtigkeit: sie auch die alten Griechen vnd Römer weyt vbertreffen. Alles auß Jtalianischer/ in vnser Teutsche Sprach/ von einem Liebhaber der Historien/ mit Fleiß vbersetzt/ vnd in Truck gegeben; Durch Hieronymum Megiser
AC10111491,Z158486503,http://data.onb.ac.at/ABO/%2BZ158486503,Leipzig; (DE-588)4035206-7,"Grosse, Henning; (DE-588)129309702","Popporeich, Jakob; (DE-588)1037522443",1605,TravelogueD17 Europa,,"Delitiæ Neapolitanæ, Das ist: Außführliche Beschreibung/ Des mechtigen/ vn[d] inn Europa hoch vnnd weitberühmbten Königreichs/ Auch der darinnen gelegenen Königlichen Hauptstadt Neapolis/; Sam[m]t Verzeichnüß aller derselben Herrligkeiten/ Landschafften/ Städten/ führnemen Gebeuden/ Antiquiteten/ vnd andern gedenckwürdigen sachen/ Alles zum theil auß eigener erfahrung/ zum theil aber auß glaubwirdigen Scribenten/ Geographis vnd Historicis, mit sonderm fleiß/ zusammen gezogen/ auch den Reysenden vnd Liebhabern der Historien zu gutem vnd gefallen/ in Druck verfertiget/; Durch Hieronymum Megiser. Mit schönen Kupfferstücken geziert/ Darinn die fürnembste Stedt/ Landschafften/ vnd andere memorabilia gantz artlich für Augen gestellt/ vnd mit Buchstaben verzeichnet vn[d] außgelegt werden"
AC10133594,Z155901003,http://data.onb.ac.at/ABO/%2BZ155901003,Leipzig; Augsburg; (DE-588)4035206-7; (DE-588)4003614-5,"Kroniger, Lorenz; (DE-588)1037507444","Zeidler, Andreas; (DE-588)1037500628",1697,TravelogueD17 Asien Europa Afrika; TravelogueD17 Orient,Journal des voyages,"<<Des Herrn de Monconys>> ungemeine und sehr curieuse Beschreibung Seiner Jn Asien und das gelobte Land/ nach Portugall/ Spanien/ Jtalien/ in Engelland/ die Niederlande und Teutschland gethanen Rejsen/; Worinne Er allerhand artige und nicht gemeine/ so chymische als medicinische mechanische und physicalische Experimenta, seine besondere Conversation mit berühmten und gelehrten Leuten/ einige relationes von frembden und raren Thieren/ wie auch Pflantzen/ nebst andern Curiositæten von alten Müntzen/ guten Schildereyen/ der Nationen sonderbaren Sitten/ und alle dem was sonst merckwürdiges auff Reisen vorkommt/ zum Theil angeführet/ zum Theil auch die Städte/ Gebäude/ Paläste/ Kirchen etc. nach ihrer Geometrie accurat und mit grossem Fleiß abgezeichnet hat; Alles mit schönen Kupffern versehen/ und anjetzo zum erstenmahl aus der Frantzösischen in die Hochteutsche Sprache; übersetzet von M. Christian Juncker"
AC10134690,Z164617007,http://data.onb.ac.at/ABO/%2BZ164617007,Amsterdam; (DE-588)4001783-7,"Meurs, Jacob <<van>>; (DE-588)123414245","Meurs, Jacob <<van>>; (DE-588)123414245",1670,TravelogueD17 Asien,"Gedenkwaerdige Gezantschappen der Oost-Indische Maetschappy in't Vereenigd Nederland, aan de Kaisaren van Japan; 1669",Denckwürdige GEsandtschafften der Ost=Jndischen Gesellschaft in den Vereinigten Niederländern/ an unterschiedliche Keyser von Japan:; Darinnen zu finden nicht allein die wunderlichen Begäbnüsse auf der Reyse der Niederländischen Gesanten; sondern auch Eine Beschreibung der Dörffer/ Festungen/ Städte/ Landtschafften/ Götzengebeue/ Götzendienste/ Kleider=trachten/ Heuser/ Thiere/ Gewächse/ Berge/ Brunnen/ als auch der alten und itzigen Kriegsthaten der Japaner: Mit einer grossen anzahl Kupferstücken/ in Japan selbsten abgerissen/ gezieret: Aus den Schrifften und Reyseverzeichnüssen gemelter Gesanten gezogen; Durch Arnold Montanus
AC10472044,Z156398106,http://data.onb.ac.at/ABO/%2BZ156398106,Amsterdam; (DE-588)4001783-7,"Meurs, Jacob <<van>>; (DE-588)123414245","Meurs, Jacob <<van>>; (DE-588)123414245",1669,TravelogueD17 Asien,"Gedenkwaerdige Gezantschappen der Oost-Indische Maetschappy in't Vereenigd Nederland, aan de Kaisaren van Japan; 1669",Denckwürdige Gesandtschafften der Ost=Jndischen Gesellschaft in den Vereinigten Niederländern/ an unterschiedliche Keyser von Japan:; Darinnen zu finden nicht allein die wunderlichen Begäbnüsse auf der Reyse der Niederländischen Gesanten; sondern auch Eine Beschreibung der Dörffer/ Festungen/ Städte/ Landschafften/ Götzengebeue/ Götzendienste/ Kleider=trachten/ Heuser/ Thiere/ Gewächse/ Berge/ Brunnen/ als auch der alten und itzigen Kriegsthaten der Japaner: Mit einer grossen anzahl Kupferstücken/ in Japan selbsten abgerissen/ gezieret: Aus den Schriften und Reyseverzeichnüssen gemelter Gesanten gezogen/; Durch Arnold Montanus
AC10143407,Z166828101,http://data.onb.ac.at/ABO/%2BZ166828101,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Hoffmann, Johann; (DE-588)124577466",1675,TravelogueD17 Afrika,"<<Die>> Africanische, Auff der Guineischen Gold-Cust gelegene Landschafft Fetu; 1673","<<Die>> Africanische/ Auf der Guineischen Gold=Cust gelegene/ Landschafft Fetu,; Warhafftig und fleissig/ aus eigener acht=jähriger Erfahrung / genauer Besichtigung / und unablässiger Erforschung beschrieben/ auch mit dienlichen Kupffern/ und einem Fetuischen Wörter=Buche gezieret/; Durch Wilhelm Johann Müller/ von Harburg bürtig/ Acht Jahr lang gewesenen Prediger/ der Christlichen Dennemärckischen Africanischen Gemeine"
AC10143408,Z179146505,http://data.onb.ac.at/ABO/%2BZ179146505,Hamburg; (DE-588)4023118-5,"Härtel, Zacharias; (DE-588)1037506413","Härtel, Zacharias; (DE-588)1037506413",1676,TravelogueD17 Afrika,"<<Die>> Africanische, Auff der Guineischen Gold-Cust gelegene Landschafft Fetu; 1673","<<Die>> Africanische/ Auf Der Guineischen Gold=Cust gelegene Landschafft Fetu,; Wahrhafftig und fleissig Auß Eigener Acht=jähriger Erfahrung/ genauer  Besichtigung/ und unablässiger Erforschung beschrieben/ Auch mit dienlichen Kupffern/ Und einem Fetuischen Wörter=Buche geziehret/; Durch Wilhelm Johann Müller/ von Haarburg bürtig. Acht Jahr lang gewesenen Prediger/ der Christl. Dennemarckischen Africanischen Gemeine. Jetzto von neuem durchgesehen und vermehret"
AC09974251,Z168353904,http://data.onb.ac.at/ABO/%2BZ168353904,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Levinus; (DE-588)117056235",,1605,TravelogueD17 Asien,"Journael ofte dagh-register, inhoudende een waerachtigh verhael vande reyse ghedaen 1598; 1601",Ander Schiffart Jn die Orientalische Jndien/ So die Holländische Schiff welche im Martio 1598. außgefahren/ dauon die 2 letzste Mayo 1600. mit grossem Schatz von Würtz wider kommen seynd) verrichtet; Darin kürzlich/ doch warhafftiglich/ der ganzte Succes der Reyse erzehlet wirdt; Mit etlichen nöthigen erklärung/ Carten vnd Figuren gezieret. Durch Levinum Hulsium
AC13775934,Z168351208,http://data.onb.ac.at/ABO/%2BZ168351208,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941",,1615,TravelogueD17 Asien,"Journael ofte dagh-register, inhoudende een waerachtigh verhael vande reyse ghedaen 1598; 1601",Ander Schiffahrt Jn die Orientalische Jndien/; So die Holländische Schieff (welche im Martio 1598. außgefahren/ davon die 2. letzte im Mayo 1600 mit grossem Schatz von Würtz wider kommen seynd) verrichtet. Darin[n] kürtzlich/ doch wahrhafftiglich/ der gantze Success der Reyse erzehlet wird; Mit etlichen nöthigen Erklärung/ Carten vnd Figuren geziert/ durch Levinvm Hvlsivm
AC11093658,Z18514440X,http://data.onb.ac.at/ABO/%2BZ18514440X,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Israel <<de>>;;Bry, Johann Theodor <<de>>; (DE-588)118516396;;(DE-588)11851640X","Richter, Wolfgang; (DE-588)1037505204",1606,TravelogueD17 Asien,"Journael van de tweede reys, gedaen by den heer Jacob van Neck naar Oost-Indien, met ses scheepen in den jare 1600","Achter Theil der Orientalischen Jndien/ begreiffend erstlich Ein Historische Beschreibung der Schiffart/ so der Admiral Jacob von Neck auß Hollandt in die Orientalische Jndien von Ann. 1600. biß An. 1603 gethan; Darnach Ein Historia/ so von Johan Herman von Bree, Obersten Handelsmann auff dem Schiff der Holländische Zaun genannt/ in gleichmessiger Reyse von An. 1602. biß 1604. auffgezeichnet worden; Alles auß Niderländischer Verzeichnus in Hochteutscher Sprache beschrieben/ Durch M. Gotthardt Artus von Dantzig. Auch mit schönen Kupfferstücken gezieret vnd an Tag geben durch Johan Theodor. vnd Johan Jsrael de Bry Gebrüder"
AC11093530,Z185144101,http://data.onb.ac.at/ABO/%2BZ185144101,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Israel <<de>>;;Bry, Johann Theodor <<de>>; (DE-588)118516396;;(DE-588)11851640X","Becker, Matthaeus; (DE-588)119615959",1601,TravelogueD17 Asien,"Journael ofte dagh-register, inhoudende een waerachtigh verhael vande reyse ghedaen 1598; 1601","Fünffter Theil Der Orientalischen Jndien/ EYgentlicher Bericht vnd warhafftige Beschreibung der gantzen volkommenen Reyse oder Schiffart/ so die Holländer mit Acht Schiffen in die Orientalische Jndien/ sonderlich aber in die Javanische vnd Molukische Inseln/ als Bantam, Banda, vnd Ternante, &c. gethan haben/; welche von Amsterdam abgefahren im Jahr 1598. vnd zum Theil Anno 1599. zum Theil aber in Jüngst abgelauffenen 1600. Jahr / mit grossem Reichthumb von Pfeffer/ Muscaten/ Negelein/ vnd anderer köstlichen Würtz/ wider anheym gelanget/ darinn fleissig beschrieben vnd angezeiget/ was ihnen auff der gantzen Reyse Denckwürdiges begegnet vnd zuhanden gangen/; Auß Niederländischer Verzeichnuß/ in hochteutscher Sprach beschrieben/ durch M. Gothart Artus von Dantzigk. Sampt zierlicher Abbildung der fürnembsten Jnseln/ Stätte/ Wasserströme/ Völcker/ Handel vnd Wander vnd anderer Geschichten/ alles in Kupffer gestochen/ und an Tag geben/ Durch Iohan Theodor vnd Iohan Israel de Bry/ Gebrüder"
AC10156117,Z220300106,http://data.onb.ac.at/ABO/%2BZ220300106,Leipzig; (DE-588)4035206-7,Henning Grosse I. Erben; (DE-588)6146153-2,"Jansonius, Justus; (DE-588)124675611",1622,TravelogueD17 Europa,,Reise durch Welschland vnd Hispanien/; Darin außführlich vnd mit allen Vmbständen beschrieben wird/ wie nicht alleine dieselbe von einem Ort zum andern  am füglichsten vnd bequemesten anzustellen/ Sondern was auch allenthalben denckwürdiges zu sehen und zu mercken ist:; Genommen aus Herrn Johann Wilhelms Neumair von Ramßla/ daselbsten/ etc. Itinerario Europæo. Vnd denen jetzigen/ welche an solche Ort zu reisen in willens seyn möchten/ Zu sonderbarer guter information vnd nachrichtung in den druck gegeben. Durch Hans Chilian Neumaier von Ramßla
AC10156722,Z15248840X,http://data.onb.ac.at/ABO/%2BZ15248840X,Leipzig; (DE-588)4035206-7,"Grosse, Henning; (DE-588)121885550","Jansonius, Justus; (DE-588)124675611",1620,TravelogueD17 Europa,"Reise in Franckreich, Engelland und Niederland; 1620",<<Des Durchlauchtigen Hochgebornen Fürsten vnd Herrn/ Herrn Johann Ernsten des Jüngern/ Hertzogen zu Sachsen/ Gülich/ Cleve vnd Berg/ Landgrafen in Düringen/ Marggrafen zu Meissen/ Grafen zu der Margk vnd Ravenspurg/ Herrn zu Ravenstein:>> Reise Jn Franckreich/ Engelland vnd Niederland; Beschrieben durch Herrn Johan Wilhelm Neumayr von Ramßla
AC09841812,Z156935501,http://data.onb.ac.at/ABO/%2BZ156935501,,,,1668,,"<<The>> isle of pines, or a late discovery of a fourth island in Terra Australis Incognita; (DE-588)4692406-1",Erfindung Der Inßlen De Pines; So Eine von den vier unerkanten Inßlen/ gegen Mittag oder Sud gelegen. Auß dem Englischen/ Niderländischen und Frantzösischen in das Teutsche übersetzt
AC10472183,Z170807604,http://data.onb.ac.at/ABO/%2BZ170807604,München; (DE-588)4127793-4,"Heinrich, Nikolaus; (DE-588)132033380","Heinrich, Nikolaus; (DE-588)132033380",1619,TravelogueD17 Asien Nordamerika,,"Newe vnd warhaffte relation, von deme was sich in beederley/ Das ist/ Jn den West= vnd Ost=Jndien/ von der zeit an zugetragen/ daß sich die Nauigationes der Holl= vnnd Engelländischen compagnien daselbsthin angefangen abzuschneiden; Dabey die Vrsachen entdeckt/ warumb solche Nauigationes sich nicht mehr also heuffig continuiern, wie es die general Ost Jndianischegesellschafft vor sich gehabt. Sambt einer newen description deß Erdtbodens/ in welchem die rechte beschaffenheit der Septentrionalischen Landt/ so wol gegen Auff= als gegen Nidergang der Son[n]en/ jetzt erst recht an tag gebracht/ hingegen der falsche wohn/ den man bißhero dem freto Anian, vnd von einem newen Septentrionalischen weg naher den Jndien gehabt/ menniglich benommen wirdt. Alles auß gewissen Castiglianischen vnnd Portugesischen relationen colligiert, vnd mit einer introduction in die beygefügte newe description deß Erdbodens/; Durch Elivd Nicolai an tag geben"
AC05197132,,,Amsterdam; (DE-588)4001783-7,"Meurs, Jacob <<van>>; (DE-588)123414245","Meurs, Jacob <<van>>; (DE-588)123414245",1666,TravelogueD17 Asien,"<<Het>> gesantschap der Neerlandtschap Oostindische Compagnie aan den Tartarische Cham, tegenwoordigen keizer van China; 1665",<<Die>> Gesandtschafft der Ost=Jndischen Geselschaft in den Vereinigten Niederländern/ an den Tartarischen Cham/ und nunmehr auch Sinischen Keiser/; Verrichtet durch die Herren Peter de Gojern/ und Jacob Keisern. Darinnen begriffen: Die aller märkwürdigsten sachen/ welche ihnen/ auf währender reise vom 1655. Jahre bis in das 1657. aufgestoßen. Wie auch Eine wahrhaftige beschreibung der fürnehmsten Städte/ Flecken/ Dörfer und Götzenheuser der Siner; ja selbsten ihrer Herrschaften/ Götzendienste/ Obrigkeiten/ Satzungen/ Sitten/ Wissenschafften/ Vermögenheit/ Reichtühmer/ Trachten/ Tiere/ Früchte/ Berge/ und dergleichen. Welches alles mit 150 Kupferstükken/ darinnen die fürnehmsten sachen/ sehr ahrtig und künstlich abgebildet/ gezieret; Sämtlich durch den Herrn Johan Neuhof/ damahligen der Gesantschaft Hofmeistern/ und itzund Stathaltern in Koilan
AC10472190,Z164171807,http://data.onb.ac.at/ABO/%2BZ164171807,Amsterdam; (DE-588)4001783-7,"Meurs, Jacob <<van>>; (DE-588)123414245","Meurs, Jacob <<van>>; (DE-588)123414245",1669,TravelogueD17 Asien,"<<Het>> gesantschap der Neerlandtschap Oostindische Compagnie aan den Tartarische Cham, tegenwoordigen keizer van China; 1665",<<Die>> Gesantschaft der Ost=Jndischen Geselschaft in den Vereinigten Niederländern/ an den Tartarischen Cham/ und nunmehr auch Sinischen Keyser/ Verrichtet durch die Herren Peter de Gojern/ und Jacob Keisern; Darinnen begriffen Die aller märckwürdigste sachen/ welche ihnen/ auf währender reyse vom 1655. Jahre bis in das 1657. aufgestoßen. Wie auch Eine wahrhaftige Beschreibung der fürnehmsten Städte/ Flecken/ Dörfer/ und Götzenheuser der Siner ; ja selbsten ihrer Herrschaften/ Götzendienste/ Obrigkeiten/ Satzungen/ Sitten/ Wissenschaften/ Vermögenheit/ Reichthümer/ Trachten/ Tiere/ Früchte/ Berge/ und dergleichen. Welches alles mit 150. Kupfferstücken/ darinnen die fürnehmsten sachen/ sehr ahrtig und künstlich abgebildet/ gezieret; Sämptlich durch den Herrn Johan Neuhof/ damahligen der Gesandtschaft Hofmeistern/ und jetzund Statthaltern in Koilan. Jtzund zum zweiten mahle hier und dar verbessert/ und um ein guhtes theil vermehret/ heraus gegeben
AC08439291,Z158515308,http://data.onb.ac.at/ABO/%2BZ158515308,Schleswig; (DE-588)4052689-6,"Zur Glocken, Jakob; (DE-588)1037522745","Zur Glocken, Jakob; (DE-588)1037522745",1647,TravelogueD17 Asien Europa; TravelogueD17 Orient,Offt begehrte Beschreibung der Newen Orientalischen Reise,"Offt begehrte Beschreibung Der Newen Orientalischen Rejse/ So durch Gelegenheit einer Holsteinischen Legation an den König in Persien geschehen; Worinnen Derer Orter vnd Länder/ durch welche die Reise gangen/ als fürnemblich Rußland/ Tartarien vnd Persien/ sampt jhrer Einwohner Natur/ Leben vnd Wesen fleissig beschrieben/ vnd mit vielen Kupfferstücken/ so nach dem Leben gestellet/ gezieret. Jtem Ein Schreiben des Wol Edeln etc. Johan Albrecht Von Mandelslo/ worinnen dessen OstJndianische Reise über den Oceanum enthalten. Zusampt eines kurtzen Berichts von jetzigem Zustand des eussersten Orientalischen KönigReiches Tzina; Durch M. Adamum Olearium, Ascanium Saxonem, Fürstl: Schleßwig=Holsteinischen Hoff-mathemat."
AC10169202,,,Schleswig; (DE-588)4052689-6,"Holwein, Johann; (DE-588)139925805","Holwein, Johann; (DE-588)139925805",1656,TravelogueD17 Europa Asien; TravelogueD17 Orient,Vermehrte Newe Beschreibung der Muscowitischen und Persischen Reyse,Vermehrte Newe Beschreibung Der Muscowitischen vnd Persischen Reyse; So durch gelegenheit einer Holsteinischen Gesandtschafft an den Russischen Zaar vnd König in Persien geschehen. Worinnen die gelegenheit derer Orter vnd Länder/ durch welche die Reyse gangen/ als Liffland/ Rußland/ Tartarien/ Meden vnd Persien/ sampt dero Einwohner Natur/ Leben/ Sitten/ Hauß=Welt=vnd Geistlichen Stand mit fleiß auffgezeichnet/ vnd mit vielen meist nach dem Leben gestelleten Figuren gezieret/ zu befinden; Welche Zum andern mahl heraus gibt Adam Olearius Ascanius/ der Fürstlichen Regierenden Herrschafft zu Schleßwig Holstein Bibliothecarius vnd Hoff Mathematicus
